Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews
Barbaras Brazilian Kitchen,London,,,,,,
Dose at Central Working,London,,,,,,
Noonoo and Bebos LTD,London,,,,,,
Kornies,London,,,,,,
Abuja Connection Restaurant,London,,,,,,
SHE bakes,London,,,,,,
Black and White Coffee Co,London,,,,,,
FB London Cafe,London,,,,,,
Nadi Curry House,London,Indian,,,,,
Egg n go,London,,,,,,
C A F E A N D kitchen,London,,,,,,
Chilistest1,London,,,,,,
Grill Kabilla,London,,,,,,
Atlantic BBQ Grill And Restaurant,London,"Seafood, Barbecue",,,,,
The Maltby Street Lock In,London,,,,,,
Byonk Restaurant,London,,,,,,
The Mugol,London,Indian,,,,,
Charlies Cafe,London,,,,,,
Dominos,London,,,,,,
New Spirit - Chinese & Malaysian Restaurant,London,Chinese,,,,,
Burgess Brothers Cafe,London,,,,,,
Dainty Snacks,London,,,,,,
The Art of Coffee,London,,,,,,
Fried & Fabulous,London,,,,,,
Breakfast Bites,London,,,,,,
Alma Taste of Africa,London,,,,,,
Oriental House Takeaway,London,,,,,,
Oriental House Takeaway,London,,,,,,
Ocean Restaurant,London,Seafood,,,,,
O Lounge II,London,,,,,,
Love Grub,London,,,,,,
Kiss for Jools,London,,,,,,
Bar Italia,London,,,,,,
Sri Lankan Tasty Foods,London,,,,,,
To The Jungle,London,,,,,,
Embassy AfricanRestaurant Every Saturday Special,London,,,,,,
Mukasi Bar & Restaurant,London,,,,,,
Blankita Buffet Latino,London,,,,,,
HoHo Kpop Shop,London,,,,,,
The Little Mixing Factory,London,,,,,,
Sabras Restaurant,London,Middle Eastern,,,,,
Jaffreys Indian Street Food,London,Indian,,,,,
Moja,London,,,,,,
Tophill,London,,,,,,
Cultural Cafe,London,,,,,,
Buddy media coffee machine,London,,,,,,
Crepes & Belgian Waffle,London,,,,,,
House of Cakes by Helena Costa,London,,,,,,
Marmalade,London,,,,,,
TART,London,,,,,,
Muffin Else Matters,London,Seafood,,,,,
Adreenas,London,,,,,,
A Lenda,London,,,,,,
Amah Kitchen,London,,,,,,
Mango Corner Oriental Grill & Cuisine,London,,,,,,
Levant Grill,London,,,,,,
Roasteez,London,,,,,,
X.O BAR,London,,,,,,
Royal Indian Delivery,London,Indian,,,,,
DELekeko.London,London,,,,,,
Michelles cooking,London,,,,,,
AltamareA,London,Seafood,,,,,
LEmporio di Mrs Lovett,London,,,,,,
Baxters Brasserie,London,French,,,,,
Dev Restaurants,London,,,,,,
Cafe Revival,London,,,,,,
Esoteria Espresso Bar,London,,,,,,
Restaurante Cantinho Brasileiro,London,,,,,,
Harrys Spanish Tapas,London,Spanish,,,,,
Love Rosie Cupcakes,London,,,,,,
Tea At The Vicks,London,,,,,,
Cheeky Monkey Cafe,London,,,,,,
Tomscoopery,London,,,,,,
Italianissimo,London,Italian,,,,,
Yummy Chicken,London,,,,,,
Pizza House in Gateshead takeaway,London,,,,,,
Thom Yam London,London,,,,,,
Veneticus Italian Deli,London,Italian,,,,,
Delicious Thai,London,Thai,,,,,
Isletme Veya Yer,London,,,,,,
Champion kebab,London,,,,,,
Kay Kays,London,,,,,,
Hanks Chicago Style Hot Dogs,London,,,,,,
Dannys gourmet wraps,London,,,,,,
Pauls Coffee Van,London,,,,,,
Qasbah,London,,,,,,
Lou Lous Food,London,,,,,,
T.Wine,London,,,,,,
Re:Roots Sushi Lounge,London,Sushi,,,,,
Al Sultan Restaurant & Garden,London,,,,,,
Bs Bar & Lounge,London,,,,,,
The Goodness of Mrs Mooney!,London,,,,,,
Nuestra Herencia,London,,,,,,
De Nollywood Restaurant,London,,,,,,
Sangys Sandwich Express,London,,,,,,
Pitch 42,London,,,,,,
Rotana Lounge,London,,,,,,
Sweet Vibes,London,Indian,,,,,
The Meatwagon,London,Steakhouse,,,,,
Sue & Mems Cafe,London,,,,,,
Big Mammas Pizza in Forest Hill,London,,,,,,
GabbiDons,London,,,,,,
Deedos Piri Piri Chicken,London,,,,,,
Italiangourmets,London,Italian,,,,,
Obergine Cafe & Pasta Bar,London,,,,,,
Yadana,London,,,,,,
Nice Green Cafe,London,,,,,,
Tochis Kitchen,London,,,,,,
Sirocco Restaurant & Shisha Garden,London,,,,,,
Dulcis Cafe London,London,,,,,,
The Cafe Bbq UK,London,Barbecue,,,,,
Youth Cafe,London,,,,,,
Coffee at Ridleys,London,,,,,,
Al sahara shisha lounge,London,,,,,,
Ice Crush,London,,,,,,
Bonkies Cafe,London,,,,,,
Semas Cafe,London,British,,,,,
MegaBites,London,British,,,,,
Silver Spoon and the Swallow,London,,,,,,
Cafe Du Arte,London,,,,,,
Hackney Heart,London,,,,,,
Daruma Chelsea,London,,,,,,
Shake it!,London,,,,,,
Dray and horses,London,"Brew Pub, British",,,,,
APT58,London,,,,,,
Due Fratelli,London,,,,,,
Rooster Grill,London,Fast Food,,,,,
Caballo Bikes & Cafe,London,Italian,,,,,
Feng Shui,London,Chinese,,,,,
The Hangover Club,London,International,,,,,
Al Maidah,London,"Indian, Asian, Bangladeshi, Vegetarian Friendly, Halal",,,,,
Fifty5 Cocktail & Grills,London,"Spanish, Contemporary, Fusion",,,,,
Bar Kahva,London,Cafe,,,,,
PianoPiano restaurant,London,Italian,,,,,
cafe bistro,London,,,,,,
Pushpas Kitchen,London,"Indian, Vegetarian Friendly",,,,,
Secret W12,London,Mexican,,,,,
Public house,London,Pub,,,,,
chipswithdips,London,British,,,,,
The Porch,London,Cafe,,,,,
Ring A Ding Pizza,London,Pizza,,,,,
star one caffee,London,"Indian, Cafe",,,,,
Aussie Burger Co.,London,"British, Australian, Vegetarian Friendly",,,,,
TOKYO JO CAFE,London,"Japanese, Sushi",,,,,
Toneys Bar,London,European,,,,,
Gina Cofetarie & Patiserie,London,Cafe,,,,,
Noosh,London,"Middle Eastern, Persian",,,,,
Rose Hill Cafe,London,Cafe,,,,,
coffee express,London,"Italian, British, Halal",,,,,
Farko,London,,,,,,
Golden Chicken Enfield,London,American,,,,,
UK Favourite Pizza Colindale,London,Pizza,,,,,
Lunchbox 4U,London,Fusion,,,$$$$,,
HARU LTD,London,"Japanese, Sushi, Asian, Korean",,,,,
O Sabata,London,"European, Portuguese",,,,,
The Pie Club,London,British,,,,,
The Arkai,London,Japanese,,,,,
Oasis Borbooni,London,Italian,,,,,
Rangoli,London,"Indian, Asian, Bangladeshi",,,,,
MAIZ Cocina Mexicana,London,Mexican,,,,,
Cherry Tree Cafe,London,Cafe,,,,,
Thames Sushi,London,Sushi,,,,,
Chakhchoukha,London,Mediterranean,,,,,
Bite House,London,"Fast Food, Halal",,,,,
Cafe Mazzini,London,Cafe,,,,,
Katsu and Ramen,London,Asian,,,,,
Empire Dogs,London,,,,,,
Spice & Herbs,London,"Indian, Thai",,,,,
Bose Fried Chicken,London,,,,,,
Tasty Bites,London,Grill,,,,,
The Heritage of India,London,Indian,,,,,
Bombay Spice,London,Thai,,,,,
Happy Dragon,London,Chinese,,,,,
Chocodeli,London,,,,,,
China Express,London,Chinese,,,,,
Chicken Express,London,American,,,,,
Southend Fried Chicken,London,,,,,,
Wings Welcome,London,Chinese,,,,,
Papa Johns,London,Italian,,,,,
Chithappa,London,Indian,,,,,
Sevens Kebab,London,Turkish,,,,,
Golden Plaice,London,Seafood,,,,,
Hunger Hut,London,Pizza,,,,,
Dominos Pizza,London,"Italian, Pizza",,,,,
Tjs @ Koffee Co,London,Cafe,,,,,
Koffee Co,London,Cafe,,,,,
Admiral Pizza & Chicken Zone,London,,,,,,
Johnnies,London,,,,,,
Miss Cupcakes,London,,,,,,
Shoreditch Bake,London,British,,,,,
Tasty Chicken Tooting,London,Fast Food,,,,,
Village Bakery,London,Cafe,,,,,
Scoobys Boutique,London,Cafe,,,,,
JPs Cafe,London,"Cafe, British",,,,,
Artichoke Cafe,London,"French, Cafe, Mediterranean, Delicatessen",,,,,
Pitsu,London,Italian,,,,,
Escape to London,London,Italian,,,,,
Fujiyama,London,Japanese,,,,,
Savor,London,"Turkish, Grill",,,,,
Meze Restaurant & Cafe,London,"Italian, Greek, Middle Eastern, Persian",,,,,
Pepes,London,"European, Grill, Healthy, Portuguese, Halal",,,,,
Griller,London,,,,,,
Hurry,London,Seafood,,,,,
Docklands Fried Chicken,London,"Indian, Fast Food, Halal",,,,,
Meridian Place Sandwich Bar,London,,,,,,
Peri Peri Kilburn,London,Fast Food,,,,,
Bayleaf Spice,London,"Indian, Thai",,,,,
Bayleaf Spice,London,"Indian, Thai",,,,,
Friends Sushi,London,"Japanese, Fast Food, Sushi",,,,,
Toast,London,"Moroccan, Cafe, Mediterranean",,,,,
Chez Monet,London,"French, Indian",,,,,
Kabana Peri Peri,London,"Mexican, Brazilian, Mediterranean, Grill, South American, Egyptian",,,,,
Roasticini,London,"Italian, Barbecue",,,,,
Relish,London,,,,,,
Manti Restaurant,London,Turkish,,,,,
Happy Endings Dessert Nights,London,Wine Bar,,,,,
Sweet Couture,London,,,,,,
Dragon East,London,"Chinese, Fusion",,,,,
Yekta Sandwich Shop,London,,,,,,
Annam,London,,,,,,
Papas Piri Piri,London,,,,,,
Authentic Kebab,London,,,,,,
Hotbird Pizza,London,Pizza,,,,,
Cuisson at The Arcade,London,British,,,,,
Anni,London,,,,,,
Dolphin Thai and Chinese,London,,,,,,
Wills Fish & Chips,London,,,,,,
Ruby and Norm,London,,,,,,
Bbs Coffee & Muffins,London,,,,,,
Flavas Pizza & Peri Peri,London,,,,,,
Starbucks,London,,,,,,
Hardies Fried & Peri Peri Chicken,London,Fast Food,,,,,
ezpatron,London,Cafe,,,,,
Monmouth,London,,,,,,
The Shop Revolution Marketplace,London,,,,,,
King Sushi,London,,,,,,
Xin Chao,London,,,,,,
Table 4 You,London,,,,,,
Zuzana,London,Pub,,,,,
North Sea Fish Bar & Kebab,London,"Seafood, Turkish",,,,,
the Koffipot,London,Cafe,,,,,
Dilla Coffee London,London,Cafe,,,,,
Rose cafe,London,Cafe,,,,,
Chefs Kitchen,London,,,,,,
Jamaica Jerk Chicken,London,Caribbean,,,,,
Peri Peri Chicken & Pizza,London,"Pizza, Fast Food",,,,,
Hanami Cafe Limited,London,"Japanese, Sushi, Asian, Vietnamese, Soups",,,,,
Green Cafe,London,,,,,,
The Fabulous Fish Finger Co,London,Seafood,,,,,
The Juice People,London,,,,,,
Bloom Dining London,London,"Japanese, Asian",,,,,
Cheri,London,,,,,,
Millennium Cafe,London,,,,,,
Flour Patisserie Ltd,London,,,,,,
The Book and Record,London,,,,,,
Grill King,London,"Fast Food, Grill",,,$,,
Pakeeza Grill,London,,,,,,
Croft Kitchen,London,,,,,,
USTAT Ocakbasi Restaurant,London,Turkish,,,$$ - $$$,,
Eat,London,,,,,,
Eat,London,,,,,,
Eat,London,,,,,,
Eat,London,,,,,,
Sea Lillies,London,,,,,,
Alternativa,London,,,,,,
Phil Ts Kitchen,London,"European, British",,,,,
Beirut palace,London,"Lebanese, Mediterranean",,,$$ - $$$,,
The healthy chef,London,"Lebanese, Mediterranean",,,$$ - $$$,,
Bain-Marie,London,"Cafe, Thai, Healthy",,,$$ - $$$,,
Drinks To Door,London,,,,,,
Mauritius Paradise,London,,,,,,
Kokos Thai Kitchen,London,Thai,,,$,,
Cafe Sorrento,London,Cafe,,,,,
Roosters Grill,London,"Pizza, Grill, Halal",,,$$ - $$$,,
Alfa Pizza & Chicken,London,"Pizza, Fast Food",,,$,,
Kings Pizza,London,,,,,,
Grill,London,"Steakhouse, Fast Food, Halal",,,$$ - $$$,,
Commune,London,,,,,,
High Road Auctions Cafe And Bar Twickenham,London,Cafe,,,,,
District15,London,"American, Cafe",,,$,,
Jointly,London,International,,,$$$$,,
Dahab,London,Mediterranean,,,,,
McDonalds,London,,,,,,
Green Bean Boost,London,"Cafe, Fast Food",,,$,,
Brothers Den,London,,,,,,
La Parisienne Patisserie,London,French,,,,,
Rehman Tours,London,,,,,,
Sky Restaurant,London,,,,,,
Silver Bell,London,"Italian, French, European, Asian, Middle Eastern",,,,,
The Glam Clam,London,,,,,,
Loughton Sports Bar and Restaurant,London,"American, Bar, British, Pub",,,$$ - $$$,,
With Love Cafe and Restaurant,London,British,,,,,
Giddy Up Coffee,London,,,,,,
Giddy Up Coffee,London,,,,,,
Birtwistle Outpost,London,,,,,,
Meatailer,London,,,,,,
In A Pikkle,London,,,,,,
In A Pikkle,London,,,,,,
Nikkis Tea Bar,London,British,,,$,,
Loasis,London,,,,,,
Claire,London,Pub,,,,,
442 Kings Road Resturant,London,,,,,,
Chefz,London,,,,,,
Efes Grill,London,Grill,,,$,,
Hot Plates Social Dining,London,,,,,,
Invicta Cafe,London,,,,,,
The Coffee & Cake Room,London,,,,,,
Secret Picnic London,London,,,,,,
Gbp Magic,London,,,,,,
Posh,London,,,,,,
Lords pizza,London,,,,,,
Bubbleology,London,,,,,,
Bubbleology,London,,,,,,
Jam Coffee House,London,"Pizza, British",,,$,,
OttomanWings,London,,,,,,
East Ocean,London,,,,,,
Sucre Sale De Paris,London,,,,,,
BloomKitchen Streetfood London,London,"American, Fast Food, Delicatessen, Diner",,,$$ - $$$,,
Calcutta Tandoori,London,,,,,,
Masago Sushi,London,,,,,,
Shibuya Sushi,London,,,,,,
Selina Cafe,London,,,,,,
Burnt Restaurant,London,,,,,,
Vinos,London,,,,,,
Al Firdous,London,,,,,,
House Kitchen,London,,,,,,
Spice Guru,London,,,,,,
The Cuoppo,London,Italian,,,$,,
Bellissima Ristorante,London,,,,,,
Galapagos Net,London,South American,,,$,,
China Delight,London,"Chinese, Japanese, Thai",,,$,,
Hot Chip,London,"Fast Food, British, Contemporary, Vegetarian Friendly, Gluten Free Options",,,$,,
Malaysian Cafe,London,"Asian, Malaysian",,,$,,
Wentworth Arms,London,,,,,,
Stillsmokin LTD,London,"American, Barbecue",,,$$ - $$$,,
The Signal Pub,London,"British, Pub, Gastropub",,,$$ - $$$,,
Galeta,London,"American, European, British, Portuguese",,,$$ - $$$,,
Simply Rumbles,London,Turkish,,,$$ - $$$,,
Station Cafe,London,,,,,,
Rock Bank Restaurant,London,,,,,,
Sapori di Sicilia,London,Italian,,,$,,
Fat Yankees,London,,,,,,
EatAbout,London,"Mediterranean, European, Spanish, British, Central European",,,$$$$,,
Haddens EatAbout Kitchen,London,"American, Barbecue, European, Asian, Scandinavian",,,$$$$,,
White Rooms EatAbout Kitchen,London,"European, Central European",,,$$$$,,
Yann & Grahams EatAbout Kitchen,London,"French, Mediterranean, Asian, Street Food",,,$$$$,,
Carolinas EatAbout Kitchen,London,Italian,,,$$$$,,
Adams EatAbout Kitchen,London,"European, British, Scandinavian",,,$$$$,,
De Mezka,London,Mediterranean,,,,,
Lg09,London,,,,,,
Manager,London,"Indian, Asian, Middle Eastern, Malaysian, Pakistani",,,$$ - $$$,,
Leescoffehouse,London,"Italian, British",,,$,,
Bubble And squeak,London,,,,,,
Sams Food,London,,,,,,
Kornicis Group Limited,London,American,,,$,,
El Parrillon,London,"Steakhouse, Latin, Mediterranean, Spanish, Argentinean, South American",,,$$ - $$$,,
Maki,London,,,,,,
Mikado Sushi & Thai,London,,,,,,
Fiship,London,American,,,$$ - $$$,,
Sushi Rolls,London,"Japanese, Sushi, Asian",,,,,
Feast,London,,,,,,
675 Finchley Road Hampstead,London,Indian,,,,,
Gratarel Romanian HomeMade,London,"European, Romanian",,,$$ - $$$,,
Toast Italy,London,Italian,,,$,,
Snobby Whale - rolled ice cream,London,"Asian, British",,,$,,
Dominos Pizza,London,,,,,,
Joe S Restaurant Bar,London,,,,,,
Starbucks,London,,,,,,
Jerk and Juice Restaurant,London,Caribbean,,,$,,
Peyton and Byrne,London,,,,,,
PAUL Jubilee Place,London,French,,,$,,
Urban Sizzler,London,"Cafe, Fast Food, Street Food",,,,,
Big Bangs,London,"Mediterranean, British",,,$,,
Damas Lounge,London,"Lebanese, Mediterranean, Arabic",,,$$ - $$$,,
Gravalia,London,,,,,,
Tishs Fish,London,"Seafood, Street Food",,,$$ - $$$,,
Burgerac,London,,,,,,
Oldfarm house pizz,London,Pizza,,,,,
Ilkorner Restaurant,London,"Lebanese, Mediterranean, Barbecue, Grill, Egyptian",,,$$ - $$$,,
Josefs Kiosk Fish Bar,London,,,,,,
The Clarence,London,,,,,,
Two Towers,London,,,,,,
Down Town Chinese,London,Chinese,,,$,,
Jeffs Kitchen,London,"Brazilian, South American",,,$$ - $$$,,
All Saints Cafe,London,,,,,,
CoCo,London,,,,,,
Nolans,London,,,,,,
Tangent Bar,London,"Bar, International, Fusion",,,$$ - $$$,,
Dolcezza Alphabeta,London,"Italian, Cafe",,,$,,
Maxs Caribbean Kitchen,London,,,,,,
Marleys Roof Top Kitchen Limited,London,Caribbean,,,$$ - $$$,,
Nemruts Grill House,London,"Fast Food, Turkish, Grill",,,$$ - $$$,,
Kohns Quality Products Ltd,London,,,,,,
Tandem Ciclo Cafe,London,,,,,,
The Peckish Peacock,London,,,,,,
Juice Bar El jugo,London,,,,,,
Chilli Spice,London,Indian,,,$$ - $$$,,
Burger King,London,,,,,,
Downtown Pizza,London,,,,,,
Up N Smoke Limited,London,"Italian, American, British, Turkish",,,$$ - $$$,,
Switch House Espresso Bar,London,,,,,,
Stefs Italian,London,,,,,,
Banger Bros,London,,,,,,
Banger Bros,London,American,,,$$ - $$$,,
Banger Bros,London,American,,,$$ - $$$,,
That Italian Bloke,London,Italian,,,$$ - $$$,,
Bar 2 One 2,London,"Bar, Pub",,,$$ - $$$,,
Italian Traditions,London,Italian,,,$$ - $$$,,
Dixy Chicken,London,,,,,,
Mos Wembley,London,,,,,,
Burgerfi,London,,,,,,
Espresso Bar,London,Italian,,,$,,
The German Hot Dog Stall,London,German,,,$$ - $$$,,
La Pomodoro Traditionally Wood Fired Pizzas,London,,,,,,
Abel & Cole,London,,,,,,
The UK Loose Leaf Tea Company,London,,,,,,
Freddys,London,British,,,$$ - $$$,,
Garbos tea rooms,London,British,,,,,
Sushi Ikhwan,London,,,,,,
"Restaurant "" da Andonio""",London,,,,,,
Agis Cafe Limited,London,"Italian, French, European, British, Hungarian",,,$,,
KukooLaLa Cafe,London,"American, Cafe, British, Healthy",,,$,,
Piedmont food on the street,London,"Italian, Pizza, Street Food",,,$,,
House of Grill,London,Grill,,,$$ - $$$,,
Gramos Coffee,London,Cafe,,,$,,
Crazy Pizza Take away,London,,,,,,
Nosh cafe,London,Cafe,,,,,
Dejandos,London,"Pizza, Fast Food",,,$$ - $$$,,
Five Star Pizza,London,,,,,,
The Island,London,"Bar, Cafe, Barbecue, British, Pub, Scottish",,,$$$$,,
Ruby Spice,London,Indian,,,$$ - $$$,,
Quality Pizza,London,"Italian, Indian",,,$$ - $$$,,
Happy valley,London,Chinese,,,,,
Panuccis,London,,,,,,
Whole Foods Market,London,Cafe,,,$$ - $$$,,
Greggs,London,,,,,,
Bulldog Edition,London,British,,,$,,
Coco Shisha Lounge & Bistro Bar,London,Fast Food,,,$$ - $$$,,
Banger Bros,London,American,,,$$ - $$$,,
Monica & Leonardo of La Dolce Vita Kitchen,London,"Japanese, Fusion, Vegan Options",,,,,
Mokapot Angel,London,,,,,,
Bob The Griller,London,"Barbecue, Grill, Street Food",,,$$ - $$$,,
Jimmys Diner at Queens,London,"American, British",,,$$ - $$$,,
GourmetPizzaShack,London,"Italian, Pizza",,,$$ - $$$,,
Everest Space,London,"Indian, Asian, Nepali, Bangladeshi",,,$$ - $$$,,
The Momo Shack,London,"Bar, Asian, Pub, Tibetan",,,$,,
No 2,London,,,,,,
No. 2 Cantonese Chinese Peking Thai,London,,,,,,
Awana,London,"Contemporary, Healthy",,,$$ - $$$,,
Zamazingo,London,,,,,,
William Buckingham,London,,,,,,
The Lion Houdsditch,London,"French, Pizza, European",,,$$ - $$$,,
Hackney City Farm,London,,,,,,
Paolinio Panzerotti,London,"Italian, Street Food",,,$,,
City Sports Bar,London,,,,,,
Hot Wok,London,Chinese,,,,,
Hazar House of Meze,London,"Lebanese, Seafood, Mediterranean, Turkish, Grill, Wine Bar",,,$$ - $$$,,
Hopscotch Cafe Bar,London,,,,,,
The Canary,London,European,,,$,,
Abis Pizza,London,Italian,,,$$ - $$$,,
Le Pai Quotidien,London,,,,,,
Minamoto Kitchoan Strand,London,,,,,,
Kolkati,London,,,,,,
Rajmoni,London,Indian,,,$$ - $$$,,
Imlyspice,London,"Indian, Asian, Balti, Eastern European, Nepali, Bangladeshi",,,$$ - $$$,,
Laguna Banqueting Suite,London,,,,,,
Archies Bar,London,,,,,,
The Sandwich Man,London,,,,,,
London Skolars Rugby League Club,London,Pub,,,$$ - $$$,,
Perfect Taste,London,Indian,,,$$ - $$$,,
Khayber Original,London,"Indian, Middle Eastern, Pakistani, Afghani",,,$$ - $$$,,
Sundarban,London,Indian,,,$$ - $$$,,
Rainbwow Bakery,London,Caribbean,,,$,,
Bareleven,London,,,,,,
Connaughts Cafe,London,,,,,,
Royal,London,Indian,,,$$ - $$$,,
Toasties and Prosecco,London,Contemporary,,,$$ - $$$,,
Villa L Arab,London,Arabic,,,,,
Top Taste,London,"Caribbean, Jamaican",,,$,,
Recheres Tea Lounge,London,,,,,,
Camden deli,London,Mediterranean,,,$,,
Crustee,London,"Italian, Indian, Caribbean, Greek, Jamaican",,,$,,
Planet Pizza,London,,,,,,
Cafe Spiral,London,"Cafe, Contemporary, Fusion, Middle Eastern, Persian",,,,,
Miso Honey,London,"Chinese, Japanese, American, Fusion",,,$,,
Grahame Park Pizza Kebab,London,,,,,,
The Low GI Gourmet Experience,London,,,,,,
Bubbleology,London,Cafe,,,$,,
doesFood,London,"Italian, African, Mediterranean, Spanish, British",,,$$$$,,
Ye De Doy Kebab,London,Turkish,,,,,
Italian Pizza God Father,London,Pizza,,,$$ - $$$,,
Shanghai Express,London,Chinese,,,$$ - $$$,,
Honeymoon Chinese,London,Chinese,,,$$ - $$$,,
Fresh Roll,London,Vietnamese,,,$$ - $$$,,
Best Chinese,London,Chinese,,,$$ - $$$,,
Il Giardino,London,"Bar, Cafe, Seafood, Pub, Wine Bar",,,$$ - $$$,,
Giraffe,London,"American, South American",,,$$ - $$$,,
Ginger Hut Restaurant,London,"Indian, Bar, Asian, Pub, Sri Lankan",,,$$ - $$$,,
Beatriz Galilea Egido,London,,,,,,
Kababish Harrow,London,Indian,,,$$ - $$$,,
Lekki Restaurant and Bar,London,"Caribbean, African",,,$$ - $$$,,
Guadacaca,London,"Venezuelan, South American, Colombian",,,,,
Daily Fry and Spice,London,,,,,,
Pomodoretto,London,Pizza,,,,,
Big V,London,,,,,,
The Corner Cafe,London,,,,,,
Village Caffe,London,Cafe,,,,,
Saffron,London,Indian,,,$$ - $$$,,
Agora Grill & Steak House,London,"Turkish, Greek",,,$$ - $$$,,
Spice-N-Nice Pizza & Curry,London,"Indian, Pizza",,,$$ - $$$,,
Mezza Eatery,London,"Lebanese, Mediterranean",,,$$ - $$$,,
Pehelwans,London,,,,,,
Bufala Pizza,London,Pizza,,,$$ - $$$,,
Dang Pan Asian,London,"Sushi, Asian, Thai, Vietnamese, Central Asian",,,,,
Cafe Express,London,Diner,,,,,
Maemes Piri Piri,London,"Fast Food, Grill, Healthy",,,$$ - $$$,,
Thai Kitchen in Maddens Bar,London,"Thai, British",,,$$ - $$$,,
Ala Pizza,London,"Italian, Indian, Pizza",,,$$ - $$$,,
Peri peri grill house,London,Grill,,,,,
Casa Mexicana,London,Mexican,,,$$ - $$$,,
Dream Pizza,London,,,,,,
Bombay Spices,London,,,,,,
Flame House Grill,London,,,,,,
Napoletana Pizza and BBQ Kebabs,London,,,,,,
Pastry Art,London,,,,,,
Polu Poke,London,"Fast Food, Healthy",,,$,,
The Joiners Arms,London,British,,,$$ - $$$,,
